file_id,class_id
6778729318358944933,6
5446910752173387334,4
3068714186370848375,2
5105188369306975336,7
8821967760445054004,4
1027173258189106324,7
4017909665133722468,7
4965688047648096003,4
4407542316986639579,3
7830838745334269342,3
3050160493117545468,2
5105341053630075179,7
3076273984054731283,2
3979001845086045847,7
110617215535698921,7
7324668099112279563,2
7573421216888251027,2
4476434142354348579,3
2388812243986280009,2
8438380534114120937,7
6825359595019642200,1
4635414821955982911,7
1652110515834234019,6
7612533541195311971,2
2828041683834587077,6
5490503166587398973,7
97915046912563751,7
1363436766248863543,7
2365573048059435703,3
2382472622157875919,1
6143819740197363574,7
1497908267830063770,7
410577731346799292,7
8817898946289472325,2
8877974357987533326,2
1646582155755170218,7
4299161069891538088,7
5593017686387434523,1
8872215379765810616,7
6116994073847253910,7
6799721742856673922,7
9022701980744168007,2
3610999773874478380,4
7657340136565529690,7
924834401579283442,7
726244815276372723,4
164420592954229030,7
2523813662063435552,4
6060977419322376627,7
2901488172687707433,2
8922283681042174187,9
1201048546304204869,7
5074583946702949256,4
8584966612743542572,7
5456880296987272906,1
6251020342474509594,2
8071533171364668230,7
736101478675461980,7
923612031874408967,7
8295675659238874534,5
3818186213916343879,5
3709747484653121048,2
6571480832217950948,4
1760986202927413819,3
9206418869226153550,5
5462304138123168915,4
5960066518841579870,7
1928837171539955157,8
4830815065042415717,7
2098877189761908283,2
3958571171069516589,0
6231164481274934822,7
1286570352738699325,7
6247049661307028000,5
1395772293280753250,1
5266785877460931136,7
2332330204098840037,2
4467304391691009175,1
5569682953047338041,7
1798143128009473391,7
7289476766350681584,1
272639775664232711,7
3641352086240859483,7
6254324704962590493,7
3030285180446704914,7
173418222452179181,7
4755803295258202944,7
717742104799705977,1
377757374069245443,7
8446786860889716828,7
5793413766517044764,5
2932249756938502410,7
8360075848026148942,7
806894740134351068,7
4291300734852954063,2
1361276755968146139,7
7603659142992127464,7
797105461101750100,7
7766177073465627745,7
7475759167798838000,1
5747536622145172550,7
7330288355311892801,7
4728348676381658827,0
1735232125406971690,2
8023819930389970154,5
