file_id,class_id
3678763788197861173,7
1408811791955989459,4
7067060189980935334,5
2084189644529389218,7
1044835149902176401,6
8190968092443417786,7
8923247457920196359,7
3454705641663120363,5
5277822731047452606,7
7199085033297285301,1
2926901765835648692,5
2722138353482131092,7
3949927806230157821,6
4237233781646121411,2
3691490352015123150,6
4855655990453902052,7
8403755113156508722,7
6036899362884201322,5
920842349302240881,7
349962697230127453,4
4260959261974021066,7
2361780274090864435,6
625362206786982166,7
1439795101926087407,7
9186026528754674106,3
5565916162641499668,7
6024665571166177035,9
927640714590717314,9
3449571106569169273,7
736332502882156625,8
7269547995665649791,7
6775318808007092428,7
908236351213540732,5
1291160240776569864,7
1616087373001257564,7
3180709744352743947,7
8832048527885349152,1
5832863146978199936,5
1819254754026362832,5
2472216488999941238,7
8391038875539058552,2
3588678632425498542,3
5236572334141134737,7
2071392251046810586,4
5333336419792200678,7
5593017686387434523,1
7282200968050494266,4
9185023245297079821,7
5658368992377213541,6
7231347689111924504,3
4334187267382536300,7
5214720411535312610,7
6008055418753789460,7
6626299674692100602,7
54058762720869731,7
583776264352716524,2
1258056107572450341,5
3361196724261076531,2
7060299864543845897,4
7738313169662589452,7
6157818935153975663,4
6657272138993219733,1
7994607358659024169,7
7632577179107111727,7
6608243070199292559,3
2396165615672292405,7
4049373989566693682,7
362530115596837286,7
3577594143614057778,4
7226451993634598399,3
7327177131194299663,9
7404238492875968724,7
6901338324542029291,1
8884684574847817014,7
6618998933035306368,7
5626381119117344484,8
1403377780596835028,4
7677621649737492065,4
2810839514653173468,6
2127220907441857881,4
8339499920863146948,7
1767872418477222196,7
7545066303022106771,1
6255808387273552821,7
8295983935840547862,2
5707376285390612508,1
3057983248606309659,4
1907177100870736808,7
2130927658731349289,1
7962563012279545273,7
876564556464805862,1
7051952775317300489,2
2914841758300212279,4
8231911157322641385,5
2138485203056703904,4
9064045607749358858,9
5008212362021995263,7
2235529524354739189,7
6895672804384766440,7
5519987975872621310,3
1945143984961269841,7
162253835912502856,6
1928537618834897072,7
1530101866062496720,1
5335994942006418990,7
7639708970973215236,7
962726003682570112,7
5275369812258379180,7
6454161773115521120,7
8937430275170627711,2
4188308504203833449,1
3665892432179887519,3
7277163742688402731,7
7855316650801576248,7
61950652121471199,7
3331887262753342314,1
5995142186837958695,7
1109881714271208514,3
214714872089513082,3
2343630077087514977,7
7089540412754701980,5
3755196581588814781,5
2281065090735690259,1
1538655161226100828,7
7421799032474244687,5
1416712480321139922,2
5635980318929379344,5
3663270378488302991,2
3987934666649941946,7
3521179189437428658,7
3871387429260838368,7
7910073468089994950,2
516462071481765855,3
7850533139309987809,7
7690243650937427822,7
7058368502825496726,3
6956523944320101464,4
2203188248423131036,8
8025169260806499835,7
692961259274117672,6
8852605068471502380,7
8564411623864147863,7
5117463914344588153,3
6947578378044740843,4
1582749570493407020,1
9093026049885983224,7
1646589482328813466,7
1419199879996826922,5
6786090609538383891,7
5143561953770426441,5
6103956452567221152,7
1032163695701952591,3
2482188843420440618,7
6977572398606084814,7
5934792443881631380,7
4668977548363667966,7
7613892771439494792,7
8659088002423634104,2
2262870523872659316,7
4848433357218808897,7
2584514258127901540,6
3789080618003486904,1
8971029137210340986,6
7737845744679270238,7
1196412091101379628,7
4626370697236849099,8
7868225253897862993,2
4021617244435796932,7
3030285180446704914,7
4917890363306241532,1
2414937327993185744,7
5324949186304546577,1
802882143107648532,4
5782262979959937526,7
8917120906920385060,7
3572824272739450679,6
2289172810059444525,4
3154903753353932779,7
6717363657170995863,3
3766171166514034439,2
6110186607208195918,1
3896519723036551036,4
6224067705817721765,7
1177491106210016222,7
5100776859347778241,7
2806728351417664792,7
1421482707494693494,7
7528121236514138102,7
2544736501503874866,8
1266674007252410509,7
8392104541794694443,7
1048872335005369790,7
286783050448804575,7
2662997385270667279,7
1193349550964183831,3
640967787011248665,7
4745247777427335432,7
443275271179172111,3
4006706150427110370,1
8670123892657273224,1
6084747848478376536,6
2155848294238822062,1
8011357761344013783,7
3035380655660638510,2
8439153326276192205,6
2358015676895292498,7
518045454244271435,7
7610082426560728384,7
4421223785449343949,1
5579840392294400233,7
5654476833387659937,7
4677630475010644661,7
7140718609914495027,4
5331183334371848316,6
3981967519333822025,5
914698810917726456,3
6513292776907667831,4
5057820972948535384,2
8284356617695378222,4
6833733388430336367,7
8994113415499345556,7
4155877060297829011,7
7796129657858064490,5
6285898424002167754,7
8496261822504640442,7
1269560971370974473,7
1380968080781806216,7
3930536957666066490,7
7378223288173089616,7
9116243539427478327,7
1913596933509508351,6
4431191051331316962,7
4254269038885569979,7
8409137326965040038,7
3513267366989669953,3
4964230741836898127,7
281557123078893205,7
2100071537582113678,5
4072505307540524014,7
4125932626196697244,9
2298940611327849321,1
983849127673157046,1
546581096805867375,1
2966749003172285613,7
5781241729449388709,7
2675475065793153853,7
334226133506564965,3
6256466900093876629,8
259225895074111365,2
7843630535759827606,4
215483522886200461,2
8842768492694652069,1
3318905261281446607,5
8728771430491599970,7
1347901697188118495,2
3775428764701022579,7
2195821240317841388,5
738003061434749130,7
8693589791405529741,7
3010277222949438181,9
4100149814071911577,7
8715757075827231859,7
6516638690139762664,5
2699929244055804556,7
7255949772881620885,2
2515893077987273317,2
8050907668660059177,3
8858361371548282008,0
1286997678351783859,7
8608619667442698788,7
3998243218516559366,6
8430538808900856904,6
1631306536095543530,7
8201454255370264750,7
3587875674166453010,2
8346110486593546698,7
3628262402633224432,4
113797324491293413,7
7032507700583549072,6
6467509709706605534,1
8777110219751063483,6
5883359258916298394,7
3583859122155705089,4
8355304250114650419,6
8600866735873531581,7
5596670186223551527,5
2154528864420959903,3
7061151960892477271,1
6966219079033247014,7
8721562776251045403,7
7667955280359417145,7
41415232672499448,5
3165587508970382779,7
6343749541167163397,7
8355938044489264105,7
4767752862945589562,7
4629619513019318764,9
3013092196642761379,2
2453187965611001989,7
1440334028672157887,1
6378169636635854722,5
4044756651867293035,4
3890415284297396856,7
7150724308040960561,1
6247114259839461039,3
2367210333406825507,9
7630274581598970794,7
3076273984054731283,2
5341762863880049123,2
1726566946108090607,1
3276348884903928832,3
479900469013619733,7
4293852068124417455,2
7848179214455105657,7
5143751810507784694,7
2321849935844184438,7
568343966470775975,4
7496575877152629422,2
6598196503665032189,7
7417963698451409820,7
1398335953773971881,7
4055673800588868038,2
913260014907684752,7
3256252419022316017,7
8362560714639516555,7
6431384414908734121,2
3080681816539435784,7
8187663835190755991,3
1981160504472344280,2
6305890419429413315,5
2695212828639993772,7
2610970809829116486,7
2163198487466085493,3
6262610138796465706,7
1858480028522875739,7
7535129710600780829,7
4721517282557947414,2
1610045985626107362,7
6299309641877399727,3
4861697854242320028,4
4472995831116210580,5
5362706071310995151,7
3614417931528512081,7
3802057325425708838,7
8789612737422846824,6
5195273343883738729,9
4130061450426238268,7
8474896262385238156,1
3177131087482350223,7
7134821509797501257,4
6945094913552010765,5
3920199709510974940,4
4238571160518876571,7
551798781701892606,2
8713129269984461904,7
5733516628191221868,2
7392268307850143367,7
2364474279953965750,7
7157207341683151630,7
1882170282763629469,4
3632717352941029003,7
3940442574899448886,4
7476303222191347355,2
975754075346000675,7
942977801079211366,2
4816597615059173471,7
5965137566051459544,2
5898598790316493226,2
8830889363398665161,6
7289476766350681584,1
7480750830672954003,7
1257117520809637661,7
8343958002409187207,1
6101176400572730422,4
7744103786762834904,7
3853943783962024182,5
3139324353150805033,4
6866575953765459663,4
1038880100179569959,7
4841087724210233071,7
5312326514610748330,7
7147655107098836790,8
2729988459228400179,6
5217827908512728671,7
8734569783996231461,5
1088881789947808805,7
3377876948215270062,5
7071046877625929574,7
5756326221665857909,1
8194642736982006272,5
4584579235363850187,7
5831908758688458191,6
2384709666059559730,7
5187063828465303110,1
6545559239317215911,2
8999619494146279654,7
1444953831486633265,2
8279726956022333846,4
5600982230226367476,7
3228308157328829083,4
6168207255580935002,1
8460654712446790774,4
7399385956467004839,4
331692126305052153,5
4208602927679383265,4
9056410863824257597,2
3309565551946772017,1
4312838706809273180,4
2552623359852042235,5
7251023913724359079,7
5619470337873245521,1
5875483834091088278,3
6609703936196887589,5
4615128468267811346,7
2382472622157875919,1
2679589414555572243,7
4935237879596771988,2
8348510697878988073,7
8841517891986693340,7
1547126255437401709,4
252404395948917889,7
5435274296639744012,7
6224372853863075421,7
1396754366664035457,1
8877974357987533326,2
8261964586873680815,7
6058322651184314730,7
3845711598219154571,9
3159247338042989109,3
5096710276432370388,7
8418073440934127432,5
3027264138568213094,6
3091505643546061912,0
9103430301250511177,7
1187468087000164158,7
2357570136593591932,7
5800939787025367255,7
8603785727838796371,1
6683608163154220164,7
2149438137256309574,7
4418500169601214071,4
367349254192701176,4
9015940994523801625,7
3464775721602397219,7
4179068604983503428,7
9117274474338629339,2
8174724552553204583,2
8329089007990416005,7
7891101650156261076,5
2171510003973832955,7
767073015389375838,4
4142349498761690725,1
6402344697944243035,4
7041796359603423931,7
434765858088788903,7
3599793346333591049,2
7793601325071217272,7
5630217228464427624,7
2112621844055981970,7
2149936939729855133,1
7805326505826239746,7
5247446464135475102,7
3833442758056980821,8
7796101246739709936,7
8889999300548529827,7
5436066712472204038,6
6018890129900315980,7
7306120407744305383,3
3938893253929861723,7
1273504699587592953,4
7609462264995201076,6
5298078349417459772,7
6727996619684845676,4
2027205649459345931,2
1996570915590573700,7
6031293962003801606,7
2448953239751201631,3
3596916256714995619,7
6495534970906826427,1
8433594990934867572,7
5541904801396881438,7
411168715707652136,1
2874839322866759059,4
4591336152733310579,2
8007890664230476136,7
7927616233278380295,7
3398430367182281173,1
8637992179093060083,7
6162449539117069038,7
86212711000842951,7
8462447134590241855,7
8288785465568867545,7
1934886906975870238,7
5592729825618889511,4
1523085601055669485,5
690073297566650280,6
8941871758868694533,5
1985986954796621592,7
1124872881667916727,4
6477405670092103878,7
8378225734130647946,7
6737056644954108976,9
3287687070688176050,5
8524893995855144698,7
4734525342283993839,7
5190499677722301056,7
4153339242307259561,2
6750608582346846733,4
4113176416884527991,9
523729309401108954,7
7192615497305360200,2
1968008909126139130,6
8614241096737779535,9
4609303229006793334,7
8179554365376956270,4
726244815276372723,4
2978199209953159422,7
4411462748374505191,6
2226583066604645408,3
910945883492558287,7
1987864662165048909,2
6551046881911623611,4
7718526822052282170,6
6799721742856673922,7
4045137504214183336,2
247564657448881732,1
9139378670429527274,7
8225533391646753375,6
3739251467045174969,5
4985478204543107050,2
6313917377106992714,1
6587500978343584472,7
4806243038091363703,7
1617487865623470820,4
816516367636156912,7
8450915344245665924,7
4307787856076815181,7
5848084085671663261,7
4493406872445760603,2
1621127776209438254,7
6358688090531757377,7
3934430532692225275,7
5612876693573439822,9
7196676473004673371,7
6693117683267044017,2
8990666564660436895,7
8532914531840467699,7
8997979830683491462,4
5706348270022773509,4
2804885924177771151,7
5221793743582372160,7
7547575553564768007,5
2127563096020248799,7
3423341152393633802,6
7175104348321751249,4
5229135026660404161,7
